ｻｰﾋﾞｽ種類,区名,介護保険事業所番号,申請者-法人名,事業所-名称,事業所-郵便番号,事業所-所在地,事業所-直通電話番号,事業所-FAX番号,状態区分,介護,予防,経度,緯度
訪問リハビリテーション,安芸区,3450180041,医療法人社団長寿会,老人保健施設せのがわ,739-0321,広島市安芸区中野六丁目８番２号,082-820-2100,082-820-2101,現存,○,○,132.3459068,34.24423078
訪問リハビリテーション,佐伯区,3451980068,医療法人松村循環器・外科医院,介護老人保健施設湯来まつむら,738-0512,広島市佐伯区湯来町白砂５９０番地,0829-40-5600,0829-40-5220,現存,○,○,132.1718044,34.25166663
通所介護,中区,3470205570,株式会社広島厚生会,デイサービスセンター広島萬象園,730-0814,広島市中区羽衣町１番２６号,082-246-3260,082-246-3263,現存,○,,132.2656226,34.22539999
通所介護,中区,3470214804,フィレール株式会社,デイサービスそうら,730-0851,広島市中区榎町３番１号木村ビル４階,082-292-8375,082-299-9537,現存,○,,132.2642471,34.23511815
通所介護,中区,3470211792,社会福祉法人ＩＧＬ学園福祉会,ＩＧＬデイサービスベルビュー河原町,730-0856,広島市中区河原町１１番１７号,082-291-6866,082-291-6877,現存,○,,132.2645546,34.23212354
通所介護,中区,3470214747,株式会社Ｓeiwa,デイサービスハピネス河原町,730-0856,広島市中区河原町7番31号,082-234-5517,082-234-5518,現存,○,,132.2649722,34.23223485
通所介護,中区,3470213376,社会福祉法人福祉広医会,悠悠タウン基町デイサービスセンター,730-0011,広島市中区基町１９番２－５１５号,082-223-7566,082-502-7966,現存,○,,132.2722816,34.24149297
通所介護,中区,3470215975,株式会社L.S.I.,デイサービスセンターかがやき吉島,730-0824,広島市中区吉島新町一丁目４番１号,082-258-5006,,現存,○,,132.2705399,34.22050834
通所介護,中区,3470213475,株式会社NEWS,ニュースデイサービスセンター,730-0823,広島市中区吉島西一丁目７番２号,082-545-6688,082-545-6689,現存,○,,132.265227,34.22343572
通所介護,中区,3470202395,医療法人社団あえば会,デイサービスささゆり,730-0822,広島市中区吉島東一丁目２７番２０号,082-545-3688,082-545-3618,現存,○,,132.2653817,34.22217218
通所介護,中区,3470205067,社会福祉法人清恵会,デイサービスセンターよしじま,730-0822,広島市中区吉島東二丁目１７番５号,082-245-8880,082-545-8830,休止,○,,132.2658805,34.22111567
通所介護,中区,3470203260,医療法人あかね会,土谷デイサービスセンター光南,730-0825,広島市中区光南一丁目４番６号,082-544-2885,082-544-2889,現存,○,,132.2650411,34.22062468
通所介護,中区,3470211800,有限会社アネシス,あっとほーむデイサービス,730-0804,広島市中区広瀬町３番２９号,082-208-5357,082-297-5351,現存,○,,132.2644124,34.24023052
通所介護,中区,3470210752,株式会社ニチイ学館,ニチイケアセンター江波通所介護事業所,730-0831,広島市中区江波西一丁目２８番１０号,082-297-8018,082-297-8028,現存,○,,132.2605703,34.22115492
通所介護,中区,3470201363,社会福祉法人福祉広医会,悠悠タウン江波デイサービスセンター,730-0831,広島市中区江波西二丁目１４番８号,082-296-4880,082-296-4818,現存,○,,132.2544231,34.22049335
通所介護,中区,3470213350,株式会社慈莉庵,デイサービスセンターけいあい園,730-0831,広島市中区江波西二丁目８番１２号,082-291-1498,082-291-1503,現存,○,,132.2547907,34.22089094
通所介護,中区,3470212964,株式会社HCT,club sora友然,730-0844,広島市中区舟入幸町１７番１号炭本ビル１F,082-292-3777,082-292-3778,現存,○,,132.262602,34.23034989
通所介護,中区,3470209705,社会福祉法人ＩＧＬ学園福祉会,ＩＧＬデイサービスベルビュー広島,730-0847,広島市中区舟入南一丁目８番８号,082-235-3381,082-235-3384,現存,○,,132.2625576,34.22401141
通所介護,中区,3470213608,株式会社Seiwa,デイサービスハピネス舟入南,730-0847,広島市中区舟入南三丁目２番２５号,082-292-8817,082-292-8818,現存,○,,132.2614463,34.22418053
通所介護,中区,3470213343,株式会社Seiwa,デイサービスハピネス舟入リバーサイド,730-0847,広島市中区舟入南二丁目１１番４号,082-295-8817,082-295-8818,現存,○,,132.2610271,34.22488946
通所介護,中区,3470213830,株式会社スマイル介護サービス,健康クラブ恵住吉,730-0813,広島市中区住吉町１４番５号,082-240-3524,082-240-3523,現存,○,,132.2654163,34.22596321
通所介護,中区,3470204797,有限会社めぐみ,めぐみデイサービスセンター,730-0846,広島市中区西川口町４番３１号,082-532-6111,082-532-6112,現存,○,,132.2621735,34.22594836
通所介護,中区,3470215041,株式会社カクタスケア,デイサロンさぼてん,730-0052,広島市中区千田町三丁目１番９号バートンハウス１０１号室,082-258-3083,082-299-0518,現存,○,,132.272851,34.22380806
通所介護,中区,3470215306,株式会社彩縁舎,わがたエイトケア,730-0854,広島市中区土橋町６番１４号,082-275-4270,,現存,○,,132.2650893,34.23327928
通所介護,中区,3470203450,株式会社不二ビルサービス,デイサービスセンターふじ白島,730-0004,広島市中区東白島町６番１１号ホワイトハイツ１階,082-227-3220,082-227-1767,現存,○,,132.2753035,34.24227932
通所介護,中区,3470214192,株式会社ツクイ,ツクイ広島南千田,730-0054,広島市中区南千田東町４番２８号,082-545-8055,082-545-8056,現存,○,,132.2729236,34.22262694
通所介護,中区,3470215165,株式会社Seiwa,デイサービスハピネス平和公園,730-0852,広島市中区猫屋町1番21号,082-503-5517,082-503-5518,現存,○,,132.265842,34.23430692
通所介護,東区,3470110150,株式会社麒麟,デイサービス満開桜,732-0054,広島市東区愛宕町８番４２号,082-548-3004,082-548-3006,現存,○,,132.2852724,34.23462242
通所介護,東区,3470100912,社会福祉法人藤田長生会,デイサービスセンター神田山長生園,732-0068,広島市東区牛田新町一丁目１８番１号,082-228-9231,082-228-9232,現存,○,,132.2824472,34.2510645
通所介護,東区,3470102793,社会福祉法人うすい会広島光明学園,デイサービスセンター光明,732-0066,広島市東区牛田本町五丁目１番２号,082-228-2010,082-222-6056,現存,○,,132.2806365,34.24500762
通所介護,東区,3470106232,医療法人社団聖愛会,医療法人社団聖愛会牛田クリニックデイサービス,732-0066,広島市東区牛田本町三丁目６番４号,082-222-2450,082-223-3117,現存,○,,132.2810436,34.24350933
通所介護,東区,3470110085,株式会社コスモケア・エナジー,デイサービスエナジー,732-0016,広島市東区戸坂出江二丁目１０番24号コーポブルーメ１階,082-516-4230,,現存,○,,132.291809,34.2559005
通所介護,東区,3470107206,社会福祉法人藤田長生会,神田山長生園ふれんど,732-0009,広島市東区戸坂千足一丁目１２番２３号,082-220-3366,082-220-3222,現存,○,,132.2848678,34.26073006
通所介護,東区,3470105283,社会福祉法人かきつばた福祉会,デイサービスへさか福寿苑,732-0014,広島市東区戸坂大上一丁目５番１－８号,082-220-2110,082-220-2128,休止,○,,132.2923161,34.25396671
通所介護,東区,3470103411,有限会社しんらい介護センター,デイサービスセンターあんしん,732-0014,広島市東区戸坂大上三丁目２番１４号,082-220-0450,082-220-0501,現存,○,,132.2935836,34.25379409
通所介護,東区,3470109590,社会福祉法人交響,第一きつつき共同作業所,732-0013,広島市東区戸坂南一丁目２７番２号,082-229-7005,082-229-7008,現存,○,,132.2927197,34.25227898
通所介護,東区,3470108089,株式会社ＨＣＴ,ｃｌｕｂ　ｓｏｒａ,732-0052,広島市東区光町二丁目５番７号第５光ビル１Ｆ,082-569-5020,082-569-5021,現存,○,,132.2845204,34.24075264
通所介護,東区,3470101217,社会福祉法人寿老園老人ホーム,寿老園通所介護事業所,732-0048,広島市東区山根町３８番２３号,082-263-3841,082-263-3849,休止,○,,132.2902749,34.24212442
通所介護,東区,3470102686,社会福祉法人寿老園老人ホーム,あけぼの寿老園デイサービスセンター,732-0045,広島市東区曙一丁目１番２８号,082-568-2200,082-568-6544,現存,○,,132.2917452,34.23473848
通所介護,東区,3470109996,医療法人社団飛翔会,デイサービスセンターケアウイング曙,732-0045,広島市東区曙五丁目３番３２号,082-568-6104,082-568-6103,現存,○,,132.2931846,34.23392688
通所介護,東区,3470104146,医療法人たかまさ会,山﨑病院デイサービスセンターさいわい,732-0032,広島市東区上温品一丁目１２番５号,082-280-2651,082-280-2652,現存,○,,132.3046937,34.25188506
通所介護,東区,3470101621,社会福祉法人広島東福祉会,デイサービスセンター虹の里,732-0031,広島市東区馬木二丁目１３９８番地の１,082-508-5551,082-508-5550,現存,○,,132.314154,34.26169549
通所介護,東区,3470107008,社会福祉法人広島東福祉会,虹の里第２デイサービスセンター,732-0031,広島市東区馬木二丁目５４８番１,082-824-8844,082-883-0580,現存,○,,132.3138083,34.26125373
通所介護,東区,3470104831,株式会社ニックス,ニックスデイサービスセンター東,732-0046,広島市東区尾長東二丁目６番６号,082-298-2221,082-568-6866,現存,○,,132.2917733,34.23513102
通所介護,東区,3470103668,医療法人社団ひろまさ会,デイサービスセンターミルキーケア,732-0046,広島市東区尾長東二丁目８番２１号,082-506-0017,082-236-6601,現存,○,,132.2919139,34.23528608
通所介護,東区,3470100920,社会福祉法人広島常光福祉会,ＹＯＵ　ＨＯＵＳＥ,732-0029,広島市東区福田五丁目１１６５番地の３,082-899-5662,082-899-5285,現存,○,,132.3232765,34.27138331
通所介護,東区,3470104195,医療法人社団豊島医院,矢賀デイサービスセンター,732-0042,広島市東区矢賀一丁目６番２５号,082-581-1212,082-581-1515,現存,○,,132.2937377,34.23412453
通所介護,東区,3470107396,株式会社ニチイ学館,ニチイケアセンター矢賀通所介護事業所,732-0042,広島市東区矢賀二丁目８番１９号,082-890-5077,082-890-5078,現存,○,,132.2947836,34.23583218
通所介護,南区,3470106919,医療法人社団ひがしの会,デイサービスセンターサザンリーフ宇品海岸,734-0011,広島市南区宇品海岸一丁目１２番４３号,082-250-1765,082-250-7256,現存,○,,132.2734824,34.21093957
通所介護,南区,3470107693,有限会社めぐみ,めぐみデイサービス御幸,734-0015,広島市南区宇品御幸四丁目１４番７－１号,082-256-2330,082-256-2331,現存,○,,132.2744772,34.21311044
通所介護,南区,3470110580,株式会社ミクセルヘルスケア,元氣ジム広島宇品,734-0004,広島市南区宇品神田三丁目１１番１１号,082-236-7558,082-236-7559,現存,○,,132.2756513,34.21446189
通所介護,南区,3470107198,日本基準寝具株式会社,エコール・デイ宇品,734-0004,広島市南区宇品神田二丁目１７番８号１階,082-251-3575,082-251-3576,現存,○,,132.2758302,34.21511377
通所介護,南区,3470102991,株式会社ビー・スマイル,デイサービスセンターケアセンター宇品,734-0004,広島市南区宇品神田二丁目９番４号,082-250-8351,082-250-8352,現存,○,,132.2758587,34.2154899
通所介護,南区,3470100789,社会福祉法人広島和光園,広島和光園通所介護事業所,734-0003,広島市南区宇品東三丁目６番２６号,082-252-8088,082-252-8220,現存,○,,132.2822554,34.21513612
通所介護,南区,3470107891,合同会社広島京橋開発企業体,デイサービスセンターレガロ・ヴィータ京橋,732-0828,広島市南区京橋町６番６号,082-263-0773,082-263-0780,現存,○,,132.2819695,34.23413332
通所介護,南区,3470108535,株式会社不二ビルサービス,デイサービスセンターふじ段原,732-0825,広島市南区金屋町４番１７号,082-567-5871,082-567-5874,現存,○,,132.2822945,34.23315335
通所介護,南区,3470101068,社会福祉法人光清学園,通所介護事業所光清苑,734-0001,広島市南区出汐二丁目３番４６号,082-207-0540,082-505-0251,現存,○,,132.2832939,34.22320366
通所介護,南区,3470107164,社会福祉法人あと会,デイサービスセンターでじま・くにくさ,734-0013,広島市南区出島一丁目１８番１７号,082-251-3350,082-251-8787,現存,○,,132.271741,34.21399813
通所介護,南区,3470106752,社会福祉法人広島厚生会,デイサービス広島八景園,734-0026,広島市南区仁保一丁目１番２０号,082-581-8882,082-581-8883,現存,○,,132.2939855,34.22250232
通所介護,南区,3470109434,株式会社プロヴァンス,エクラ仁保新町,734-0024,広島市南区仁保新町二丁目１番２５号プロヴァンスエクラ仁保新町１階,082-567-4613,082-567-4623,現存,○,,132.29506,34.22304486
通所介護,南区,3470105648,株式会社ニックス,ニックスデイサービスセンター南,734-0024,広島市南区仁保新町二丁目９番３２号,082-890-2221,082-890-2223,現存,○,,132.2947132,34.22315187
通所介護,南区,3470108592,株式会社河村福祉サービス,ひろきデイサービスセンター,734-0027,広島市南区仁保南二丁目１７番３５号,082-236-7545,082-236-8046,現存,○,,132.2943673,34.2144239
通所介護,南区,3470105853,有限会社慈恵コーポレイション,デイサービスセンター憩,734-0002,広島市南区西旭町８番８号,082-255-5258,082-255-5258,現存,○,,132.2824659,34.22211977
通所介護,南区,3470110473,株式会社心愛,福くるデイサービス,734-0053,広島市南区青崎一丁目７番２号３階,082-275-4590,082-275-4591,現存,○,,132.3022031,34.22285818
通所介護,南区,3470110614,株式会社幸房,サンライフ段原東デイサービス,732-0819,広島市南区段原山崎三丁目２番２８号,082-890-1115,082-890-1116,現存,○,,132.2900525,34.23057757
通所介護,南区,3470105416,株式会社広島福祉サービス,広島福祉通所センターすてっぷ東雲,734-0022,広島市南区東雲一丁目２２番２４号,082-890-9060,082-508-0011,現存,○,,132.2919762,34.22573279
通所介護,南区,3470107149,株式会社いでしたケアサービス,デイサービス「いでしたのこころ」,734-0022,広島市南区東雲三丁目１２番１２号中央電機ビル１階,082-236-3150,082-236-3151,現存,○,,132.2944968,34.2239592
通所介護,南区,3470100797,スポーツメディア株式会社,東雲デイサービスセンター,734-0022,広島市南区東雲三丁目８番１６号,082-285-1121,082-285-0996,現存,○,,132.2937913,34.22446655
通所介護,南区,3470110564,有限会社開花,東雲デイサービスセンター　開花,734-0023,広島市南区東雲本町一丁目１番２６号,082-288-6251,082-284-7477,現存,○,,132.2902506,34.23014013
通所介護,南区,3470106497,ヒューマンライフケア株式会社,ヒューマンライフケア金亀湯,734-0023,広島市南区東雲本町二丁目１４番１８号,082-890-3166,082-890-3203,現存,○,,132.291279,34.22511097
通所介護,南区,3470109251,株式会社広島厚生会,デイサービス元気塾,734-0025,広島市南区東本浦町２６番８号,082-286-2333,082-286-2333,現存,○,,132.29355,34.22267027
通所介護,南区,3470104336,社会福祉法人サンシャイン,デイサービスセンターサンシャイン南蟹屋,732-0803,広島市南区南蟹屋一丁目８番１２号,082-508-1321,082-508-1325,現存,○,,132.2901142,34.23226683
通所介護,南区,3470101290,社会福祉法人三篠会,通所介護事業所ひうな荘,734-0031,広島市南区日宇那町３０番１号,082-256-1001,082-256-1008,現存,○,,132.2934162,34.21568194
通所介護,南区,3470104393,テルウェル西日本株式会社,ＮＴＴグループケアポート広島通所介護事業所,732-0816,広島市南区比治山本町１１番１号,082-250-1238,082-250-1160,現存,○,,132.2820705,34.22494444
通所介護,南区,3470110259,社会福祉法人ＩＧＬ学園福祉会,ＩＧＬデイサービス信愛の郷,734-0047,広島市南区本浦町８番３９号,082-510-3370,082-510-3371,現存,○,,132.2915361,34.22278273
通所介護,西区,3470214143,株式会社ツクイ,ツクイ広島井口,733-0842,広島市西区井口五丁目５番６号,082-270-3301,082-270-3302,現存,○,,132.2244205,34.22056476
通所介護,西区,3470214986,ＷＡＮＩＣＯ合同会社,レッツ倶楽部井口台,733-0844,広島市西区井口台三丁目３３番２５号ソフィアコート井口台Annex１階,082-961-6108,082-961-6681,現存,○,,132.2246502,34.22530057
通所介護,西区,3470214119,株式会社Seiwa,デイサービスハピネス横川,733-0013,広島市西区横川新町９番７号,082-232-8817,082-232-8818,現存,○,,132.2646591,34.24293028
通所介護,西区,3470206024,医療法人厚生堂,デイサービスセンターほほえみながさき,733-0011,広島市西区横川町三丁目６番１７号,082-532-6630,082-296-2262,現存,○,,132.2711534,34.24360059
通所介護,西区,3470214481,Ｃｏｍｍｏｎ株式会社,コモンカフェ,733-0036,広島市西区観音新町一丁目４番２６号,082-275-5315,082-275-5316,現存,○,,132.2537472,34.22420988
通所介護,西区,3470213905,山根木材ライフケア株式会社,デイサービスきたえるーむ広島観音,733-0033,広島市西区観音本町二丁目２番５号,082-275-5681,082-275-5691,現存,○,,132.2602142,34.23280281
通所介護,西区,3470215413,株式会社NEWS,newsplus,733-0872,広島市西区古江東町５番２６号,082-507-5515,082-273-5855,現存,○,,132.2441838,34.231194
通所介護,西区,3470207899,医療法人社団永慈会,デイサービスゆたか古江,733-0872,広島市西区古江東町７番２５号,082-527-0881,082-527-0890,現存,○,,132.2439814,34.23135256
通所介護,西区,3470214788,株式会社幸房,デイサービスひよこの家,733-0877,広島市西区古田台ニ丁目１３番１８号,082-507-8027,082-271-6880,現存,○,,132.2405356,34.23291753
通所介護,西区,3470206313,Ｔ＆Ｔ　ＷＡＭサポート株式会社,デイサービスセンターここから己斐,733-0815,広島市西区己斐上一丁目１１番３６号,082-507-1101,082-273-3500,現存,○,,132.2511436,34.24219441
通所介護,西区,3470208467,株式会社いでしたケアサービス,デイサービス「いでしたの光」,733-0815,広島市西区己斐上三丁目７番２２号,082-942-5223,082-942-5234,現存,○,,132.2511174,34.24272405
通所介護,西区,3470209028,Ｔ＆Ｔ　ＷＡＭサポート株式会社,ここからキャンパス,733-0815,広島市西区己斐上四丁目２番３８号,082-507-3339,082-274-3336,現存,○,,132.2523536,34.24480082
通所介護,西区,3470213939,グリーンライフ株式会社,楽リハデイサービスセンター広島己斐,733-0815,広島市西区己斐上四丁目４番１２号,082-507-7385,082-271-0131,現存,○,,132.2521825,34.2450215
通所介護,西区,3470207964,有限会社めぐみ,めぐみデイサービス己斐,733-0815,広島市西区己斐上二丁目４３番２１号,082-271-7080,082-271-7081,現存,○,,132.2447992,34.24194632
通所介護,西区,3470213079,株式会社アイテック,デイサービスセンターきずな,733-0813,広島市西区己斐中二丁目２２番１４号,082-942-0232,082-942-0234,現存,○,,132.2524424,34.24023411
通所介護,西区,3470213053,Common株式会社,コモンデイサービスセンター,733-0822,広島市西区庚午中四丁目１５番３５号,082-554-5214,082-554-5215,現存,○,,132.245622,34.22464971
通所介護,西区,3470202452,株式会社ニチイ学館,ニチイケアセンターこうご,733-0822,広島市西区庚午中四丁目７番２２号,082-507-6280,082-507-6285,現存,○,,132.2449662,34.2256254
通所介護,西区,3470208418,株式会社おかえり,デイサービスセンターおかえり,733-0821,広島市西区庚午北一丁目２５番２３号,082-942-6681,082-942-6682,現存,○,,132.2511011,34.23183542
通所介護,西区,3470212139,医療法人光臨会,デイサービスあらき,733-0821,広島市西区庚午北一丁目５番１５号,082-507-6100,082-507-6110,現存,○,,132.2522346,34.23272283
通所介護,西区,3470215835,株式会社Seiwa,デイサービスハピネス庚午,733-0821,広島市西区庚午北四丁目６番１９号,082-274-8817,082-274-8818,現存,○,,132.2506523,34.231355
通所介護,西区,3470209333,株式会社ハニービー,デイサービスセンターみつばち西,733-0821,広島市西区庚午北四丁目６番２５号,082-533-8200,082-533-8201,現存,○,,132.2508035,34.2315335
通所介護,西区,3470201181,社会福祉法人燈心会,デイサービスセンター三滝苑,733-0802,広島市西区三滝本町二丁目１番１－２７号,082-237-8811,082-237-8813,現存,○,,132.2658506,34.2510163
通所介護,西区,3470213384,株式会社河村福祉サービス,ひろき苑デイサービスセンター広島西,733-0853,広島市西区山田新町一丁目２３番２２号,082-507-7800,082-507-7801,現存,○,,132.2331647,34.23528554
通所介護,西区,3470201025,社会福祉法人西中国キリスト教社会事業団,デイサービスセンターかりん,733-0025,広島市西区小河内町一丁目１３番３号,082-232-4274,082-232-4284,現存,○,,132.261282,34.23542128
通所介護,西区,3470211024,株式会社ニックス,ニックスデイサービスセンター西,733-0025,広島市西区小河内町一丁目４番１３号,082-232-0294,082-233-0294,現存,○,,132.2611996,34.23586459
通所介護,西区,3470203633,株式会社井口家具百貨店,アイズ・デイサービスいのくち,733-0021,広島市西区上天満町７番１３号井口家具百貨店西館４階,082-232-0323,082-232-0327,現存,○,,132.2620081,34.23535409
通所介護,西区,3470214150,株式会社ツクイ,ツクイ広島大芝,733-0001,広島市西区大芝二丁目１７番１０号,082-537-2300,082-537-2301,現存,○,,132.2733784,34.25121947
通所介護,西区,3470214994,株式会社ヤマウチ,ジョイリハＳＰＡ中広,733-0012,広島市西区中広町一丁目７番６号,082-297-2720,082-297-2721,現存,○,,132.2625089,34.2406891
通所介護,西区,3470202254,社会福祉法人藤愛会,デイサービスセンターリバーサイド中広,733-0012,広島市西区中広町二丁目１５番１５号,082-235-0788,082-235-2341,現存,○,,132.2621245,34.24133005
通所介護,西区,3470214093,株式会社ミクセルヘルスケア,元氣ジム広島天満町,733-0022,広島市西区天満町１８番８号１階,082-503-2588,082-503-2577,現存,○,,132.2624609,34.23435341
通所介護,西区,3470214184,株式会社ツクイ,ツクイ広島西,733-0035,広島市西区南観音五丁目１１番１０号,082-297-6166,082-297-6165,現存,○,,132.25298,34.2251782
通所介護,西区,3470206982,生活協同組合ひろしま,コープデイサービス観音〈はいから坂〉,733-0035,広島市西区南観音五丁目１２番９号,082-532-0810,082-532-0815,現存,○,,132.2525761,34.22529852
通所介護,西区,3470212220,株式会社Seiwa,デイサービスハピネス観音,733-0035,広島市西区南観音五丁目１番１８号,082-231-8817,082-231-8818,現存,○,,132.253162,34.23017384
通所介護,西区,3470213913,山根木材ライフケア株式会社,デイサービスきたえるーむ広島南観音,733-0035,広島市西区南観音三丁目１番４号,082-559-4306,082-559-4307,現存,○,,132.2551806,34.23131823
通所介護,西区,3470214721,Ｃｏｍｍｏｎ株式会社,コモンハウス,733-0002,広島市西区楠木町一丁目１２番３号,082-275-6721,082-275-6725,現存,○,,132.2715565,34.24302056
通所介護,西区,3470206388,サンキ・ウエルビィ株式会社,デイサービスセンターせせらぎ,733-0002,広島市西区楠木町三丁目９番１４号,082-537-1380,082-537-1381,現存,○,,132.2726052,34.24456304
通所介護,西区,3470201124,社会福祉法人くすの木の会,くすの木苑デイサービスセンター,733-0024,広島市西区福島町二丁目３３番３０号,082-291-2734,082-291-2798,現存,○,,132.2549173,34.23305203
通所介護,西区,3470203104,有限会社ナックユノ,デイサービスありらん,733-0024,広島市西区福島町二丁目４番９号,082-234-9223,082-234-9230,現存,○,,132.2557993,34.2340441
通所介護,西区,3470214242,株式会社i-Reha,ファイネス鈴が峰,733-0852,広島市西区鈴が峰町４１番１号,082-942-1763,082-942-1764,現存,○,,132.2338179,34.22511047
通所介護,安佐南区,3470204920,Ｔ＆Ｔ　ＷＡＭサポート株式会社,デイサービスセンターここから安東,731-0153,広島市安佐南区安東二丁目１１番２７号,082-872-2900,082-872-1888,現存,○,,132.2711431,34.28328145
通所介護,安佐南区,3470212527,株式会社Seiwa,デイサービスハピネス安東,731-0153,広島市安佐南区安東六丁目４番５２－５号,082-832-8817,082-878-8818,現存,○,,132.2714098,34.28366423
通所介護,安佐南区,3470202965,株式会社オムエル,デイサービスセンターあゆみ,731-0138,広島市安佐南区祇園五丁目２番４５－３０３号,082-874-8152,082-874-8180,現存,○,,132.273803,34.26500449
通所介護,安佐南区,3470208053,株式会社いでしたケアサービス,デイサービス「いでしたの日々」,731-0138,広島市安佐南区祇園五丁目７番２号ラゾーナ祇園１階１Ｆ号室,082-962-0701,082-962-0761,現存,○,,132.2731558,34.26381398
通所介護,安佐南区,3470206248,医療法人メディカルパーク,野村病院デイサービスセンター「ぎおん」,731-0138,広島市安佐南区祇園二丁目４２番３４号,082-832-3857,082-832-3856,現存,○,,132.2754494,34.26221927
通所介護,安佐南区,3470208152,医療法人ユア・メディック,デイサービスよりしま,731-0138,広島市安佐南区祇園二丁目４４番６号,082-962-1266,082-962-1261,現存,○,,132.2751131,34.26245322
通所介護,安佐南区,3470215447,株式会社KD.SEVEN,フィットネスデイＹスタ古市,731-0123,広島市安佐南区古市二丁目１７番３－１０１号,082-225-8477,082-225-8499,現存,○,,132.2815475,34.27101882
通所介護,安佐南区,3470205331,株式会社サルート,デイサービスセンターとまとたかとり,731-0142,広島市安佐南区高取南一丁目１１番４３号,082-847-0347,082-847-0349,現存,○,,132.261719,34.28191859
通所介護,安佐南区,3470206800,社会福祉法人慈光会,デイサービスセンター慈光園,731-0144,広島市安佐南区高取北一丁目１７－４１,082-878-8005,082-878-8037,現存,○,,132.2628638,34.2838481
通所介護,安佐南区,3470208269,株式会社いでしたケアサービス,いでしたリハビリステーション高取,731-0144,広島市安佐南区高取北一丁目４番３０号サンビル２F,082-962-2341,082-962-2342,現存,○,,132.2615378,34.28312314
通所介護,安佐南区,3470210356,株式会社Seiwa,デイサービスハピネス,731-0139,広島市安佐南区山本新町一丁目１１番１号,082-871-8817,082-871-8816,現存,○,,132.2611835,34.26194529
通所介護,安佐南区,3470213137,社会福祉法人メインストリーム,デイサービスセンター和,731-0139,広島市安佐南区山本新町四丁目３番１１号,082-850-1008,082-850-1009,現存,○,,132.2612244,34.26513164
通所介護,安佐南区,3470208426,社会福祉法人信々会,デイサービスもみの木,731-0139,広島市安佐南区山本新町二丁目１８番９－１４号,082-850-1124,082-871-4166,現存,○,,132.2604277,34.26260459
通所介護,安佐南区,3470201033,社会福祉法人慈光会,デイサービスセンター上安慈光園,731-0154,広島市安佐南区上安二丁目２０番３３号,082-878-8600,082-878-8711,現存,○,,132.2644312,34.28314275
通所介護,安佐南区,3470207055,社会福祉法人ＩＧＬ学園福祉会,ＩＧＬデイサービスアルペンローゼ,731-0154,広島市安佐南区上安六丁目２７番１２－１２号,082-830-3337,082-830-3318,現存,○,,132.264114,34.28535812
通所介護,安佐南区,3470212113,社会福祉法人ＩＧＬ学園福祉会,IGLデイサービスシャレー,731-0154,広島市安佐南区上安六丁目３１番２号,082-830-3323,082-830-3327,現存,○,,132.2641112,34.28595493
通所介護,安佐南区,3470202668,広島医療生活協同組合,デイサービスセンターひまわり,731-0113,広島市安佐南区西原九丁目８番２２号,082-874-4085,082-874-4093,現存,○,,132.2818936,34.26491555
通所介護,安佐南区,3470214572,株式会社ＫＤ．ＳＥＶＥＮ,フィットネスデイＹスタ西原,731-0113,広島市安佐南区西原六丁目２７番８ー１０１号アヴニール五軒屋,082-548-0421,082-548-0448,現存,○,,132.2822925,34.26220254
通所介護,安佐南区,3470206099,株式会社不二ビルサービス,デイサービスセンターふじ川内,731-0102,広島市安佐南区川内一丁目１５番２４号,082-831-8909,082-831-8910,現存,○,,132.2904053,34.27297535
通所介護,安佐南区,3470203773,社会福祉法人楽友会,通所介護事業所川内の里,731-0102,広島市安佐南区川内一丁目２１番２９号,082-831-1125,082-876-1094,現存,○,,132.2906025,34.27233284
通所介護,安佐南区,3470209283,株式会社不二ビルサービス,デイサービスセンターふじ安佐南,731-0102,広島市安佐南区川内一丁目５番２４号,082-870-3167,082-870-3169,現存,○,,132.2905142,34.27340265
通所介護,安佐南区,3470211594,株式会社Seiwa,デイサービスハピネス川内,731-0102,広島市安佐南区川内五丁目１８番２５号,082-831-8817,082-831-8818,現存,○,,132.2908348,34.28058082
通所介護,安佐南区,3470212535,スターアテンダント株式会社,スターアテンダントデイサービスセンター,731-0102,広島市安佐南区川内六丁目２１番１号,082-846-5588,082-846-5584,現存,○,,132.2922612,34.28220646
通所介護,安佐南区,3470205661,株式会社幸房,くらしさデイサービスたかとり,731-0141,広島市安佐南区相田二丁目５番３５号,082-555-4664,082-555-4665,現存,○,,132.2659432,34.282362
通所介護,安佐南区,3470207923,ベストケア株式会社,ベストケア・デイサービスセンター安佐南,731-0125,広島市安佐南区大町西二丁目３０番１６号,082-877-3211,082-877-3201,現存,○,,132.2741138,34.27235882
通所介護,安佐南区,3470202775,医療法人あかね会,土谷デイサービスセンター大町,731-0124,広島市安佐南区大町東二丁目７番２４号,082-831-6600,082-870-6651,現存,○,,132.2809033,34.27437624
通所介護,安佐南区,3470208640,社会福祉法人ＩＧＬ学園福祉会,ＩＧＬデイサービス西風新都,731-3167,広島市安佐南区大塚西二丁目５番８号,082-848-3358,082-848-3314,現存,○,,132.2403927,34.26388309
通所介護,安佐南区,3470210224,株式会社ＳＯＹＯＫＡＺＥ,広島中筋ケアセンターそよ風,731-0122,広島市安佐南区中筋一丁目１５番１０号,082-831-6671,082-831-6672,現存,○,,132.2826131,34.26543308
